Truck_id,Route_id,Origin,Destination,Completion_Time_alone,Completion_Time,Congestion_ratio,CompletionTime_by_Distance,PickupSta_AT,DropSta_AT,,,C_max_prev,C_max_now,C_max,Congestion_ratio_AVG_prev,Congestion_ratio_AVG_now,Congestion_ratio_AVG
Truck-14,Route-14,(675.0 0.0 205.5),(375.0 0.0 150.0),341.2643,338.264,-0.07270944,22.55093,6.808,26.408,,,391.368,442.288,442.288,0.09687475,0.1506017,0.1275759
Truck-0,Route-0,(425.0 0.0 105.5),(125.0 0.0 200.0),344.8487,344.68,-0.003760885,20.27529,6.816,32.832
Truck-4,Route-4,(425.0 0.0 55.5),(125.0 0.0 200.0),348.433,349.968,0.0316927,18.41937,6.816,38.112
Truck-6,Route-6,(425.0 0.0 205.5),(625.0 0.0 150.0),359.1861,365.64,0.1090451,14.6256,6.816,53.76
Truck-12,Route-12,(675.0 0.0 155.5),(625.0 0.0 100.0),366.3548,366.52,0.002489982,12.63862,29.656,31.864
Truck-7,Route-7,(175.0 0.0 5.5),(375.0 0.0 200.0),352.0174,370.624,0.3577003,17.64876,6.816,58.752
Truck-1,Route-1,(675.0 0.0 -5.5),(375.0 0.0 100.0),369.9391,375.888,0.08505803,12.12542,35.664,35.128
Truck-3,Route-3,(175.0 0.0 155.5),(625.0 0.0 200.0),377.1078,376.768,-0.004407382,10.7648,6.816,64.896
Truck-9,Route-9,(675.0 0.0 105.5),(125.0 0.0 200.0),362.7704,380.96,0.2897794,14.10963,6.816,69.096
Truck-5,Route-5,(175.0 0.0 205.5),(625.0 0.0 50.0),384.2766,383.096,-0.01400795,9.822974,6.816,71.216
Truck-2,Route-2,(425.0 0.0 155.5),(375.0 0.0 0.0),373.5235,383.184,0.1313937,11.61164,29.816,48.288
Truck-11,Route-11,(175.0 0.0 55.5),(375.0 0.0 200.0),366.3548,386.232,0.2995599,13.31835,6.816,74.336
Truck-8,Route-8,(425.0 0.0 5.5),(375.0 0.0 200.0),387.8609,387.624,-0.002696398,9.454244,29.816,52.744
Truck-13,Route-13,(675.0 0.0 55.5),(625.0 0.0 0.0),380.6922,389.704,0.1116813,10.53254,37.424,47.2
Truck-10,Route-10,(175.0 0.0 105.5),(625.0 0.0 200.0),380.6922,391.368,0.1323029,10.57751,6.816,79.504
Truck-111,Route-111,(675.0 0.0 155.5),(625.0 0.0 200.0),341.2643,342.376,0.02694082,22.82507,7.032,30.288
Truck-100,Route-100,(425.0 0.0 205.5),(375.0 0.0 150.0),341.2643,344.984,0.09014317,22.99893,7.04,32.912
Truck-101,Route-101,(425.0 0.0 5.5),(125.0 0.0 200.0),352.0174,349.368,-0.05093209,16.63657,7.04,37.256
Truck-112,Route-112,(675.0 0.0 5.5),(625.0 0.0 200.0),352.0174,355.456,0.06610541,16.92648,7.032,43.368
Truck-106,Route-106,(425.0 0.0 105.5),(625.0 0.0 200.0),362.7704,364.68,0.0304216,13.50667,7.032,52.576
Truck-118,Route-118,(675.0 0.0 155.5),(125.0 0.0 200.0),359.1861,365.896,0.1133701,14.63584,9.632,51.24
Truck-110,Route-110,(175.0 0.0 205.5),(375.0 0.0 150.0),359.1861,366.288,0.1199933,14.65152,7.032,54.24
Truck-104,Route-104,(425.0 0.0 155.5),(125.0 0.0 150.0),362.7704,366.496,0.05935258,13.57393,28.528,32.936
Truck-103,Route-103,(675.0 0.0 205.5),(125.0 0.0 0.0),369.9391,371.488,0.02214625,11.98348,7.04,59.424
Truck-113,Route-113,(675.0 0.0 105.5),(625.0 0.0 100.0),369.9391,380.76,0.1547187,12.28258,44.28,31.44
Truck-114,Route-114,(175.0 0.0 55.5),(375.0 0.0 200.0),366.3548,381.152,0.2230019,13.14317,7.032,69.072
Truck-102,Route-102,(175.0 0.0 155.5),(375.0 0.0 100.0),384.2766,384.44,0.001939474,9.857436,31.184,48.192
Truck-119,Route-119,(175.0 0.0 55.5),(125.0 0.0 150.0),369.9391,391.656,0.3105113,12.63406,45.952,40.616
Truck-107,Route-107,(675.0 0.0 55.5),(375.0 0.0 50.0),377.1078,394.784,0.2292393,11.27954,49.648,40.096
Truck-115,Route-115,(175.0 0.0 105.5),(625.0 0.0 200.0),380.6922,402.52,0.2705068,10.87892,9.456,88.056
Truck-109,Route-109,(425.0 0.0 55.5),(625.0 0.0 100.0),391.4453,404.232,0.1398295,9.400744,42.968,56.232
Truck-108,Route-108,(175.0 0.0 -5.5),(125.0 0.0 50.0),373.5235,405.376,0.4332296,12.28412,51.992,42.384
Truck-105,Route-105,(175.0 0.0 105.5),(625.0 0.0 50.0),409.367,424,0.1337972,8,38.704,80.2
Truck-116,Route-116,(675.0 0.0 105.5),(125.0 0.0 0.0),395.0296,434.632,0.4167374,9.658488,58.32,68.264
Truck-117,Route-117,(175.0 0.0 5.5),(625.0 0.0 50.0),416.5357,442.288,0.220982,7.759439,50.008,87.24
