Truck_id,Route_id,Path_length,Completion_Time_alone,Pick_station,Drop_station
0,0,37,380.69218678810057,"(125, 0, 200)","(625, 0, 100)"
1,1,17,344.8486676201422,"(375, 0, 200)","(125, 0, 100)"
2,2,27,362.77042720412135,"(125, 0, 200)","(125, 0, 150)"
3,3,27,362.77042720412135,"(375, 0, 100)","(625, 0, 200)"
4,4,33,373.5234829545089,"(625, 0, 200)","(625, 0, 0)"
5,5,43,391.44524253848806,"(125, 0, 200)","(375, 0, 50)"
6,6,29,366.3547791209172,"(375, 0, 200)","(125, 0, 150)"
7,7,19,348.433019536938,"(125, 0, 50)","(125, 0, 200)"
8,8,21,352.01737145373386,"(625, 0, 200)","(625, 0, 0)"
9,9,37,380.69218678810057,"(375, 0, 200)","(125, 0, 0)"
10,10,21,352.01737145373386,"(625, 0, 0)","(375, 0, 200)"
11,11,29,366.3547791209172,"(375, 0, 50)","(625, 0, 200)"
12,12,29,366.3547791209172,"(625, 0, 200)","(375, 0, 150)"
13,13,15,341.2643157033463,"(375, 0, 150)","(375, 0, 200)"
14,14,21,352.01737145373386,"(125, 0, 0)","(375, 0, 200)"
15,15,37,380.69218678810057,"(125, 0, 100)","(625, 0, 200)"
16,16,17,344.8486676201422,"(375, 0, 100)","(375, 0, 200)"
17,17,51,405.7826502056714,"(125, 0, 200)","(625, 0, 50)"
18,18,49,402.1982982888756,"(125, 0, 200)","(625, 0, 100)"
19,19,27,362.77042720412135,"(125, 0, 200)","(375, 0, 100)"
20,20,55,412.9513540392631,"(125, 0, 200)","(625, 0, 50)"
21,21,49,402.1982982888756,"(125, 0, 200)","(625, 0, 150)"
22,22,17,344.8486676201422,"(625, 0, 100)","(375, 0, 200)"
23,23,15,341.2643157033463,"(625, 0, 150)","(625, 0, 200)"
24,24,25,359.18607528732554,"(625, 0, 200)","(125, 0, 150)"
25,25,21,352.01737145373386,"(375, 0, 200)","(375, 0, 0)"
26,26,21,352.01737145373386,"(375, 0, 0)","(625, 0, 200)"
27,27,19,348.433019536938,"(125, 0, 50)","(125, 0, 200)"
28,28,37,380.69218678810057,"(375, 0, 200)","(125, 0, 0)"
29,29,29,366.3547791209172,"(625, 0, 200)","(375, 0, 150)"
