Truck_id,Route_id,Path_length,Completion_Time_alone,Pick_station,Drop_station
0,0,31,369.939131037713,"(125, 0, 200)","(125, 0, 100)"
1,1,29,366.3547791209172,"(625, 0, 200)","(625, 0, 150)"
2,2,17,344.8486676201422,"(625, 0, 200)","(625, 0, 100)"
3,3,17,344.8486676201422,"(375, 0, 100)","(375, 0, 200)"
4,4,19,348.433019536938,"(625, 0, 50)","(375, 0, 200)"
5,5,45,395.0295944552839,"(125, 0, 200)","(375, 0, 50)"
6,6,49,402.1982982888756,"(125, 0, 150)","(625, 0, 200)"
7,7,27,362.77042720412135,"(375, 0, 150)","(125, 0, 200)"
8,8,15,341.2643157033463,"(625, 0, 150)","(625, 0, 200)"
9,9,21,352.01737145373386,"(625, 0, 0)","(375, 0, 200)"
10,10,31,369.939131037713,"(125, 0, 200)","(625, 0, 0)"
11,11,19,348.433019536938,"(375, 0, 200)","(125, 0, 50)"
12,12,25,359.18607528732554,"(125, 0, 150)","(375, 0, 200)"
13,13,27,362.77042720412135,"(375, 0, 0)","(125, 0, 200)"
14,14,15,341.2643157033463,"(375, 0, 150)","(125, 0, 200)"
15,15,17,344.8486676201422,"(625, 0, 100)","(625, 0, 200)"
16,16,31,369.939131037713,"(625, 0, 0)","(125, 0, 200)"
17,17,19,348.433019536938,"(625, 0, 50)","(375, 0, 200)"
18,18,21,352.01737145373386,"(125, 0, 200)","(125, 0, 0)"
19,19,19,348.433019536938,"(125, 0, 50)","(125, 0, 200)"
20,20,45,395.0295944552839,"(125, 0, 100)","(625, 0, 200)"
21,21,21,352.01737145373386,"(125, 0, 0)","(375, 0, 200)"
22,22,15,341.2643157033463,"(125, 0, 150)","(125, 0, 200)"
23,23,15,341.2643157033463,"(625, 0, 150)","(375, 0, 200)"
24,24,27,362.77042720412135,"(375, 0, 100)","(625, 0, 200)"
25,25,15,341.2643157033463,"(375, 0, 150)","(375, 0, 200)"
26,26,17,344.8486676201422,"(375, 0, 200)","(375, 0, 100)"
27,27,29,366.3547791209172,"(375, 0, 50)","(625, 0, 200)"
28,28,45,395.0295944552839,"(625, 0, 200)","(375, 0, 0)"
29,29,27,362.77042720412135,"(625, 0, 200)","(125, 0, 100)"
